FIN,DVS,WSO,SM,NAVAIL,LAI,NAMOUNTRT,NDEMANDST,PDEMANDSO,RNUPTAKE,RKUPTAKERT,RPUPTAKELV,KDEMANDLV,PTRANSLOCATABLE,PAVAIL,PERCT,WRT,GRLV,IRRAD,TEMP,TMIN,TMAX,VAP,RAIN,WIND,DAYS ELAPSED
0.0,-0.1,0.0,0.34467173094585024,0.39127412735575834,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5078361481371994,0.0,3.731183628459604,0.0,12150000.0,8.97,4.0,13.97,10.240866553894,0.162,1.8,1.0
0.0,-0.1,0.0,0.3536260566244966,0.5993024343840119,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7872456330878164,0.0,3.731183628459604,0.0,15890000.0,10.13,5.99,15.17,10.290065723928432,0.20299999999999999,1.36,2.0
0.0,-0.1,0.0,0.3537149765812472,0.8073307414122654,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666551180384334,0.0,3.731183628459604,0.0,13820000.0,10.4,6.43,14.35,10.396193950989241,0.11200000000000002,1.86,3.0
0.0,-0.1,0.0,0.34358375340159664,1.0153590484405188,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3460646029890504,0.0,3.731183628459604,0.0,17610000.0,11.34,4.69,16.58,11.372474406004876,0.215,1.81,4.0
0.0,-0.09888530957936437,0.0,0.34883741213483527,1.2233873554687724,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6254740879396674,0.0,3.731183628459604,0.0,5910000.0,11.59,8.25,15.25,12.173062948610973,0.261,2.58,5.0
0.0,-0.09741347630158587,0.0,0.3509577754355805,1.431415662497026,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9048835728902844,0.0,3.731183628459604,0.0,18950000.0,6.16,2.57,9.97,7.333812362784213,0.118,5.17,6.0
0.0,-0.09741347630158587,0.0,0.3361402217759466,1.6394439695252796,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1842930578409017,0.0,3.731183628459604,0.0,18050000.0,5.86,1.86,10.34,7.0513659676731315,0.013000000000000001,3.77,7.0
0.0,-0.09741347630158587,0.0,0.3247907108142584,1.8474722765535332,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463702542791519,0.0,3.731183628459604,0.0,13940000.0,5.57,0.91,10.08,6.991033827118848,0.015,3.72,8.0
0.0,-0.09741347630158587,0.0,0.3508493932147483,2.0555005835817868,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.743112027742136,0.0,3.731183628459604,0.0,13950000.0,5.8,1.37,9.86,7.240295178109636,0.098,3.57,9.0
0.0,-0.09741347630158587,0.0,0.3305110259516582,2.2635288906100404,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0225215126927534,0.0,3.731183628459604,0.0,13880000.0,5.71,3.48,7.75,8.265208707618116,0.692,4.46,10.0
0.0,-0.09741347630158587,0.0,0.37886026212068263,2.471557197638294,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3019309976433706,0.0,3.731183628459604,0.0,11150000.0,7.27,4.12,10.83,8.423297447786481,0.099,4.61,11.0
0.0,-0.09741347630158587,0.0,0.3587035319486538,2.6795855046665475,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.581340482593988,0.0,3.731183628459604,0.0,9750000.0,6.92,4.11,9.12,8.982182808663667,0.298,3.24,12.0
0.0,-0.09741347630158587,0.0,0.3733855645745937,2.887613811694801,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.860749967544605,0.0,3.731183628459604,0.0,17600000.0,9.16,5.21,12.19,10.683928860791065,0.626,1.53,13.0
0.0,-0.09741347630158587,0.0,0.3991833531031997,3.0956421187230547,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.140159452495222,0.0,3.731183628459604,0.0,10840000.0,9.47,6.36,11.87,10.705788877960131,0.29900000000000004,1.28,14.0
0.0,-0.09741347630158587,0.0,0.3991537109889095,3.3036704257513083,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.419568937445839,0.0,3.731183628459604,0.0,16940000.0,9.98,6.06,15.09,10.374891535503147,0.071,0.9,15.0
0.0,-0.09741347630158587,0.0,0.37871957556863745,3.511698732779562,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.698978422396456,0.0,3.731183628459604,0.0,13980000.0,10.36,5.97,14.27,10.889492267140577,0.24100000000000002,2.3,16.0
0.0,-0.09741347630158587,0.0,0.39061806016160155,4.66489873464737,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.978387907347073,0.0,3.731183628459604,0.0,20120000.0,11.87,6.6,16.32,10.793623189564311,0.05,2.06,17.0
0.0,-0.09554164302380737,0.0,0.372732007924186,5.166771361277273,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2577973922976895,0.0,3.731183628459604,0.0,17030000.0,11.86,7.92,16.61,12.205764686674538,2.592,2.31,18.0
0.0,-0.09368409546031459,0.0,0.6210681386137277,5.46615289506166,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.537206877248306,0.0,3.731183628459604,0.0,15530000.0,11.67,8.71,15.15,11.16646508190601,0.337,3.16,19.0
0.0,-0.09209797646825038,0.0,0.5453122985999487,5.703859797301649,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.816616362198923,0.44092979418058487,3.731183628459604,0.0,5650000.0,8.78,5.98,10.74,10.122244289324474,0.951,3.37,20.0
0.0,-0.09209797646825038,0.0,0.5971242494895551,5.921114879384995,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09602584714954,0.8818595883611697,3.731183628459604,0.0,13790000.0,9.64,6.04,13.9,10.1570069227793,0.495,4.42,21.0
0.0,-0.09209797646825038,0.0,0.5700039448149002,6.13210022017464,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375435332100157,1.3227893825417545,3.731183628459604,0.0,15290000.0,10.69,6.33,14.11,11.045941406933222,0.078,1.51,22.0
0.0,-0.09191185747618617,0.0,0.5397048372630548,6.341047839089187,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6548448170507735,1.7637191767223395,3.731183628459604,0.0,11780000.0,9.78,6.95,13.66,11.318746029993463,0.768,3.55,23.0
0.0,-0.09191185747618617,0.0,0.5423691684956383,6.549361950884135,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93425430200139,2.2046489709029244,3.731183628459604,0.0,10430000.0,11.38,7.96,14.65,11.387866528898778,0.16899999999999998,1.5,24.0
0.0,-0.09074002419840768,0.0,0.494417672182734,6.757480427594306,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.213663786952007,2.6455787650835094,3.731183628459604,0.0,14260000.0,10.82,6.49,13.75,11.496125581462017,0.371,1.69,25.0
0.0,-0.09036819092062919,0.0,0.48813801819382296,6.965536767464609,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.493073271902624,2.886134827230221,3.731183628459604,0.0,19950000.0,10.23,6.93,13.67,10.38908887056716,0.262,3.05,26.0
0.0,-0.09036819092062919,0.0,0.4750063951691207,7.1735737896199065,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.772482756853241,2.886134827230221,3.731183628459604,0.0,10960000.0,8.68,5.09,13.03,9.007206623770625,0.515,2.12,27.0
0.0,-0.09036819092062919,0.0,0.49288951524751345,7.381604806093005,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.051892241803857,2.886134827230221,3.731183628459604,0.0,8100000.0,8.35,6.33,10.76,10.143089273016574,1.426,2.46,28.0
0.0,-0.09036819092062919,0.0,0.5964311506955772,7.58963395592845,0.03134194247906067,0.09105796048183606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.331301726754475,3.0335974474586953,3.731183628459604,0.0,8510000.0,8.86,7.09,10.68,10.993573320771413,0.621,4.26,29.0
